,images,masks,labels
1643,ID133_A1_Regione-1.jp2-crop_slice_24/14_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/11_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/49_label.tif
1644,ID133_A1_Regione-1.jp2-crop_slice_24/29_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/42_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/47_label.tif
1645,ID133_A1_Regione-1.jp2-crop_slice_24/10_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/2_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/48_label.tif
1646,ID133_A1_Regione-1.jp2-crop_slice_24/35_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/4_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/5_label.tif
1647,ID133_A1_Regione-1.jp2-crop_slice_24/17_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/38_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/40_label.tif
1648,ID133_A1_Regione-1.jp2-crop_slice_24/62_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/27_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/7_label.tif
1649,ID133_A1_Regione-1.jp2-crop_slice_24/38_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/39_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/3_label.tif
1650,ID133_A1_Regione-1.jp2-crop_slice_24/51_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/13_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/56_label.tif
1651,ID133_A1_Regione-1.jp2-crop_slice_24/19_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/60_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/50_label.tif
1652,ID133_A1_Regione-1.jp2-crop_slice_24/22_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/1_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/62_label.tif
1653,ID133_A1_Regione-1.jp2-crop_slice_24/6_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/61_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/23_label.tif
1654,ID133_A1_Regione-1.jp2-crop_slice_24/18_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/24_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/63_label.tif
1655,ID133_A1_Regione-1.jp2-crop_slice_24/0_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/12_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/25_label.tif
1656,ID133_A1_Regione-1.jp2-crop_slice_24/16_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/25_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/61_label.tif
1657,ID133_A1_Regione-1.jp2-crop_slice_24/42_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/14_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/8_label.tif
1658,ID133_A1_Regione-1.jp2-crop_slice_24/37_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/45_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/41_label.tif
1659,ID133_A1_Regione-1.jp2-crop_slice_24/7_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/36_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/1_label.tif
1660,ID133_A1_Regione-1.jp2-crop_slice_24/59_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/3_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/24_label.tif
1661,ID133_A1_Regione-1.jp2-crop_slice_24/63_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/48_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/59_label.tif
1662,ID133_A1_Regione-1.jp2-crop_slice_24/27_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/43_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/21_label.tif
1663,ID133_A1_Regione-1.jp2-crop_slice_24/26_image.png,ID133_A1_Regione-1.jp2-crop_slice_24/21_mask.png,ID133_A1_Regione-1.jp2-crop_slice_24/13_label.tif
1664,ID114_A1a-4.jp2-crop_slice_6/43_image.png,ID114_A1a-4.jp2-crop_slice_6/55_mask.png,ID114_A1a-4.jp2-crop_slice_6/32_label.tif
1665,ID114_A1a-4.jp2-crop_slice_6/48_image.png,ID114_A1a-4.jp2-crop_slice_6/51_mask.png,ID114_A1a-4.jp2-crop_slice_6/2_label.tif
1666,ID114_A1a-4.jp2-crop_slice_6/30_image.png,ID114_A1a-4.jp2-crop_slice_6/37_mask.png,ID114_A1a-4.jp2-crop_slice_6/11_label.tif
1667,ID114_A1a-4.jp2-crop_slice_6/58_image.png,ID114_A1a-4.jp2-crop_slice_6/29_mask.png,ID114_A1a-4.jp2-crop_slice_6/19_label.tif
1668,ID114_A1a-4.jp2-crop_slice_6/53_image.png,ID114_A1a-4.jp2-crop_slice_6/33_mask.png,ID114_A1a-4.jp2-crop_slice_6/31_label.tif
1669,ID114_A1a-4.jp2-crop_slice_6/31_image.png,ID114_A1a-4.jp2-crop_slice_6/17_mask.png,ID114_A1a-4.jp2-crop_slice_6/58_label.tif
1670,ID114_A1a-4.jp2-crop_slice_6/28_image.png,ID114_A1a-4.jp2-crop_slice_6/47_mask.png,ID114_A1a-4.jp2-crop_slice_6/55_label.tif
1671,ID114_A1a-4.jp2-crop_slice_6/21_image.png,ID114_A1a-4.jp2-crop_slice_6/46_mask.png,ID114_A1a-4.jp2-crop_slice_6/12_label.tif
1672,ID114_A1a-4.jp2-crop_slice_6/4_image.png,ID114_A1a-4.jp2-crop_slice_6/28_mask.png,ID114_A1a-4.jp2-crop_slice_6/54_label.tif
1673,ID114_A1a-4.jp2-crop_slice_6/54_image.png,ID114_A1a-4.jp2-crop_slice_6/32_mask.png,ID114_A1a-4.jp2-crop_slice_6/60_label.tif
1674,ID114_A1a-4.jp2-crop_slice_6/20_image.png,ID114_A1a-4.jp2-crop_slice_6/40_mask.png,ID114_A1a-4.jp2-crop_slice_6/46_label.tif
1675,ID114_A1a-4.jp2-crop_slice_6/46_image.png,ID114_A1a-4.jp2-crop_slice_6/34_mask.png,ID114_A1a-4.jp2-crop_slice_6/20_label.tif
1676,ID114_A1a-4.jp2-crop_slice_6/50_image.png,ID114_A1a-4.jp2-crop_slice_6/8_mask.png,ID114_A1a-4.jp2-crop_slice_6/45_label.tif
1677,ID114_A1a-4.jp2-crop_slice_6/36_image.png,ID114_A1a-4.jp2-crop_slice_6/20_mask.png,ID114_A1a-4.jp2-crop_slice_6/14_label.tif
1678,ID114_A1a-4.jp2-crop_slice_6/1_image.png,ID114_A1a-4.jp2-crop_slice_6/5_mask.png,ID114_A1a-4.jp2-crop_slice_6/29_label.tif
1679,ID114_A1a-4.jp2-crop_slice_6/2_image.png,ID114_A1a-4.jp2-crop_slice_6/30_mask.png,ID114_A1a-4.jp2-crop_slice_6/36_label.tif
1680,ID114_A1a-4.jp2-crop_slice_6/47_image.png,ID114_A1a-4.jp2-crop_slice_6/10_mask.png,ID114_A1a-4.jp2-crop_slice_6/9_label.tif
1681,ID114_A1a-4.jp2-crop_slice_6/9_image.png,ID114_A1a-4.jp2-crop_slice_6/52_mask.png,ID114_A1a-4.jp2-crop_slice_6/53_label.tif
1682,ID114_A1a-4.jp2-crop_slice_6/45_image.png,ID114_A1a-4.jp2-crop_slice_6/44_mask.png,ID114_A1a-4.jp2-crop_slice_6/30_label.tif
1683,ID114_A1a-4.jp2-crop_slice_6/33_image.png,ID114_A1a-4.jp2-crop_slice_6/57_mask.png,ID114_A1a-4.jp2-crop_slice_6/28_label.tif
1684,ID114_A1a-4.jp2-crop_slice_6/13_image.png,ID114_A1a-4.jp2-crop_slice_6/9_mask.png,ID114_A1a-4.jp2-crop_slice_6/34_label.tif
1685,ID114_A1a-4.jp2-crop_slice_6/32_image.png,ID114_A1a-4.jp2-crop_slice_6/18_mask.png,ID114_A1a-4.jp2-crop_slice_6/27_label.tif
1686,ID114_A1a-4.jp2-crop_slice_6/49_image.png,ID114_A1a-4.jp2-crop_slice_6/62_mask.png,ID114_A1a-4.jp2-crop_slice_6/57_label.tif
1687,ID114_A1a-4.jp2-crop_slice_6/41_image.png,ID114_A1a-4.jp2-crop_slice_6/16_mask.png,ID114_A1a-4.jp2-crop_slice_6/35_label.tif
1688,ID114_A1a-4.jp2-crop_slice_6/39_image.png,ID114_A1a-4.jp2-crop_slice_6/41_mask.png,ID114_A1a-4.jp2-crop_slice_6/42_label.tif
1689,ID114_A1a-4.jp2-crop_slice_6/15_image.png,ID114_A1a-4.jp2-crop_slice_6/59_mask.png,ID114_A1a-4.jp2-crop_slice_6/38_label.tif
1690,ID114_A1a-4.jp2-crop_slice_6/56_image.png,ID114_A1a-4.jp2-crop_slice_6/31_mask.png,ID114_A1a-4.jp2-crop_slice_6/10_label.tif
1691,ID114_A1a-4.jp2-crop_slice_6/11_image.png,ID114_A1a-4.jp2-crop_slice_6/58_mask.png,ID114_A1a-4.jp2-crop_slice_6/6_label.tif
1692,ID114_A1a-4.jp2-crop_slice_6/8_image.png,ID114_A1a-4.jp2-crop_slice_6/63_mask.png,ID114_A1a-4.jp2-crop_slice_6/37_label.tif
1693,ID114_A1a-4.jp2-crop_slice_6/40_image.png,ID114_A1a-4.jp2-crop_slice_6/15_mask.png,ID114_A1a-4.jp2-crop_slice_6/43_label.tif
1694,ID114_A1a-4.jp2-crop_slice_6/24_image.png,ID114_A1a-4.jp2-crop_slice_6/6_mask.png,ID114_A1a-4.jp2-crop_slice_6/4_label.tif
1695,ID114_A1a-4.jp2-crop_slice_6/23_image.png,ID114_A1a-4.jp2-crop_slice_6/54_mask.png,ID114_A1a-4.jp2-crop_slice_6/26_label.tif
1696,ID114_A1a-4.jp2-crop_slice_6/61_image.png,ID114_A1a-4.jp2-crop_slice_6/53_mask.png,ID114_A1a-4.jp2-crop_slice_6/51_label.tif
1697,ID114_A1a-4.jp2-crop_slice_6/5_image.png,ID114_A1a-4.jp2-crop_slice_6/23_mask.png,ID114_A1a-4.jp2-crop_slice_6/16_label.tif
1698,ID114_A1a-4.jp2-crop_slice_6/57_image.png,ID114_A1a-4.jp2-crop_slice_6/50_mask.png,ID114_A1a-4.jp2-crop_slice_6/44_label.tif
1699,ID114_A1a-4.jp2-crop_slice_6/60_image.png,ID114_A1a-4.jp2-crop_slice_6/19_mask.png,ID114_A1a-4.jp2-crop_slice_6/33_label.tif
1700,ID114_A1a-4.jp2-crop_slice_6/55_image.png,ID114_A1a-4.jp2-crop_slice_6/0_mask.png,ID114_A1a-4.jp2-crop_slice_6/18_label.tif
1701,ID114_A1a-4.jp2-crop_slice_6/52_image.png,ID114_A1a-4.jp2-crop_slice_6/49_mask.png,ID114_A1a-4.jp2-crop_slice_6/39_label.tif
1702,ID114_A1a-4.jp2-crop_slice_6/34_image.png,ID114_A1a-4.jp2-crop_slice_6/7_mask.png,ID114_A1a-4.jp2-crop_slice_6/52_label.tif
1703,ID114_A1a-4.jp2-crop_slice_6/44_image.png,ID114_A1a-4.jp2-crop_slice_6/22_mask.png,ID114_A1a-4.jp2-crop_slice_6/17_label.tif
1704,ID114_A1a-4.jp2-crop_slice_6/12_image.png,ID114_A1a-4.jp2-crop_slice_6/26_mask.png,ID114_A1a-4.jp2-crop_slice_6/15_label.tif
1705,ID114_A1a-4.jp2-crop_slice_6/25_image.png,ID114_A1a-4.jp2-crop_slice_6/56_mask.png,ID114_A1a-4.jp2-crop_slice_6/22_label.tif
1706,ID114_A1a-4.jp2-crop_slice_6/3_image.png,ID114_A1a-4.jp2-crop_slice_6/35_mask.png,ID114_A1a-4.jp2-crop_slice_6/0_label.tif
1707,ID114_A1a-4.jp2-crop_slice_6/14_image.png,ID114_A1a-4.jp2-crop_slice_6/11_mask.png,ID114_A1a-4.jp2-crop_slice_6/49_label.tif
1708,ID114_A1a-4.jp2-crop_slice_6/29_image.png,ID114_A1a-4.jp2-crop_slice_6/42_mask.png,ID114_A1a-4.jp2-crop_slice_6/47_label.tif
1709,ID114_A1a-4.jp2-crop_slice_6/10_image.png,ID114_A1a-4.jp2-crop_slice_6/2_mask.png,ID114_A1a-4.jp2-crop_slice_6/48_label.tif
1710,ID114_A1a-4.jp2-crop_slice_6/35_image.png,ID114_A1a-4.jp2-crop_slice_6/4_mask.png,ID114_A1a-4.jp2-crop_slice_6/5_label.tif
1711,ID114_A1a-4.jp2-crop_slice_6/17_image.png,ID114_A1a-4.jp2-crop_slice_6/38_mask.png,ID114_A1a-4.jp2-crop_slice_6/40_label.tif
1712,ID114_A1a-4.jp2-crop_slice_6/62_image.png,ID114_A1a-4.jp2-crop_slice_6/27_mask.png,ID114_A1a-4.jp2-crop_slice_6/7_label.tif
1713,ID114_A1a-4.jp2-crop_slice_6/38_image.png,ID114_A1a-4.jp2-crop_slice_6/39_mask.png,ID114_A1a-4.jp2-crop_slice_6/3_label.tif
1714,ID114_A1a-4.jp2-crop_slice_6/51_image.png,ID114_A1a-4.jp2-crop_slice_6/13_mask.png,ID114_A1a-4.jp2-crop_slice_6/56_label.tif
1715,ID114_A1a-4.jp2-crop_slice_6/19_image.png,ID114_A1a-4.jp2-crop_slice_6/60_mask.png,ID114_A1a-4.jp2-crop_slice_6/50_label.tif
1716,ID114_A1a-4.jp2-crop_slice_6/22_image.png,ID114_A1a-4.jp2-crop_slice_6/1_mask.png,ID114_A1a-4.jp2-crop_slice_6/62_label.tif
1717,ID114_A1a-4.jp2-crop_slice_6/6_image.png,ID114_A1a-4.jp2-crop_slice_6/61_mask.png,ID114_A1a-4.jp2-crop_slice_6/23_label.tif
1718,ID114_A1a-4.jp2-crop_slice_6/18_image.png,ID114_A1a-4.jp2-crop_slice_6/24_mask.png,ID114_A1a-4.jp2-crop_slice_6/63_label.tif
1719,ID114_A1a-4.jp2-crop_slice_6/0_image.png,ID114_A1a-4.jp2-crop_slice_6/12_mask.png,ID114_A1a-4.jp2-crop_slice_6/25_label.tif
1720,ID114_A1a-4.jp2-crop_slice_6/16_image.png,ID114_A1a-4.jp2-crop_slice_6/25_mask.png,ID114_A1a-4.jp2-crop_slice_6/61_label.tif
1721,ID114_A1a-4.jp2-crop_slice_6/42_image.png,ID114_A1a-4.jp2-crop_slice_6/14_mask.png,ID114_A1a-4.jp2-crop_slice_6/8_label.tif
1722,ID114_A1a-4.jp2-crop_slice_6/37_image.png,ID114_A1a-4.jp2-crop_slice_6/45_mask.png,ID114_A1a-4.jp2-crop_slice_6/41_label.tif
1723,ID114_A1a-4.jp2-crop_slice_6/7_image.png,ID114_A1a-4.jp2-crop_slice_6/36_mask.png,ID114_A1a-4.jp2-crop_slice_6/1_label.tif
1724,ID114_A1a-4.jp2-crop_slice_6/59_image.png,ID114_A1a-4.jp2-crop_slice_6/3_mask.png,ID114_A1a-4.jp2-crop_slice_6/24_label.tif
1725,ID114_A1a-4.jp2-crop_slice_6/63_image.png,ID114_A1a-4.jp2-crop_slice_6/48_mask.png,ID114_A1a-4.jp2-crop_slice_6/59_label.tif
1726,ID114_A1a-4.jp2-crop_slice_6/27_image.png,ID114_A1a-4.jp2-crop_slice_6/43_mask.png,ID114_A1a-4.jp2-crop_slice_6/21_label.tif
1727,ID114_A1a-4.jp2-crop_slice_6/26_image.png,ID114_A1a-4.jp2-crop_slice_6/21_mask.png,ID114_A1a-4.jp2-crop_slice_6/13_label.tif
1728,ID114_A1a-4.jp2-crop_slice_1/43_image.png,ID114_A1a-4.jp2-crop_slice_1/55_mask.png,ID114_A1a-4.jp2-crop_slice_1/32_label.tif
1729,ID114_A1a-4.jp2-crop_slice_1/48_image.png,ID114_A1a-4.jp2-crop_slice_1/51_mask.png,ID114_A1a-4.jp2-crop_slice_1/2_label.tif
1730,ID114_A1a-4.jp2-crop_slice_1/30_image.png,ID114_A1a-4.jp2-crop_slice_1/37_mask.png,ID114_A1a-4.jp2-crop_slice_1/11_label.tif
1731,ID114_A1a-4.jp2-crop_slice_1/58_image.png,ID114_A1a-4.jp2-crop_slice_1/29_mask.png,ID114_A1a-4.jp2-crop_slice_1/19_label.tif
1732,ID114_A1a-4.jp2-crop_slice_1/53_image.png,ID114_A1a-4.jp2-crop_slice_1/33_mask.png,ID114_A1a-4.jp2-crop_slice_1/31_label.tif
1733,ID114_A1a-4.jp2-crop_slice_1/31_image.png,ID114_A1a-4.jp2-crop_slice_1/17_mask.png,ID114_A1a-4.jp2-crop_slice_1/58_label.tif
1734,ID114_A1a-4.jp2-crop_slice_1/28_image.png,ID114_A1a-4.jp2-crop_slice_1/47_mask.png,ID114_A1a-4.jp2-crop_slice_1/55_label.tif
1735,ID114_A1a-4.jp2-crop_slice_1/21_image.png,ID114_A1a-4.jp2-crop_slice_1/46_mask.png,ID114_A1a-4.jp2-crop_slice_1/12_label.tif
1736,ID114_A1a-4.jp2-crop_slice_1/4_image.png,ID114_A1a-4.jp2-crop_slice_1/28_mask.png,ID114_A1a-4.jp2-crop_slice_1/54_label.tif
1737,ID114_A1a-4.jp2-crop_slice_1/54_image.png,ID114_A1a-4.jp2-crop_slice_1/32_mask.png,ID114_A1a-4.jp2-crop_slice_1/60_label.tif
1738,ID114_A1a-4.jp2-crop_slice_1/20_image.png,ID114_A1a-4.jp2-crop_slice_1/40_mask.png,ID114_A1a-4.jp2-crop_slice_1/46_label.tif
1739,ID114_A1a-4.jp2-crop_slice_1/46_image.png,ID114_A1a-4.jp2-crop_slice_1/34_mask.png,ID114_A1a-4.jp2-crop_slice_1/20_label.tif
1740,ID114_A1a-4.jp2-crop_slice_1/50_image.png,ID114_A1a-4.jp2-crop_slice_1/8_mask.png,ID114_A1a-4.jp2-crop_slice_1/45_label.tif
1741,ID114_A1a-4.jp2-crop_slice_1/36_image.png,ID114_A1a-4.jp2-crop_slice_1/20_mask.png,ID114_A1a-4.jp2-crop_slice_1/14_label.tif
1742,ID114_A1a-4.jp2-crop_slice_1/1_image.png,ID114_A1a-4.jp2-crop_slice_1/5_mask.png,ID114_A1a-4.jp2-crop_slice_1/29_label.tif
1743,ID114_A1a-4.jp2-crop_slice_1/2_image.png,ID114_A1a-4.jp2-crop_slice_1/30_mask.png,ID114_A1a-4.jp2-crop_slice_1/36_label.tif
1744,ID114_A1a-4.jp2-crop_slice_1/47_image.png,ID114_A1a-4.jp2-crop_slice_1/10_mask.png,ID114_A1a-4.jp2-crop_slice_1/9_label.tif
1745,ID114_A1a-4.jp2-crop_slice_1/9_image.png,ID114_A1a-4.jp2-crop_slice_1/52_mask.png,ID114_A1a-4.jp2-crop_slice_1/53_label.tif
1746,ID114_A1a-4.jp2-crop_slice_1/45_image.png,ID114_A1a-4.jp2-crop_slice_1/44_mask.png,ID114_A1a-4.jp2-crop_slice_1/30_label.tif
1747,ID114_A1a-4.jp2-crop_slice_1/33_image.png,ID114_A1a-4.jp2-crop_slice_1/57_mask.png,ID114_A1a-4.jp2-crop_slice_1/28_label.tif
1748,ID114_A1a-4.jp2-crop_slice_1/13_image.png,ID114_A1a-4.jp2-crop_slice_1/9_mask.png,ID114_A1a-4.jp2-crop_slice_1/34_label.tif
1749,ID114_A1a-4.jp2-crop_slice_1/32_image.png,ID114_A1a-4.jp2-crop_slice_1/18_mask.png,ID114_A1a-4.jp2-crop_slice_1/27_label.tif
1750,ID114_A1a-4.jp2-crop_slice_1/49_image.png,ID114_A1a-4.jp2-crop_slice_1/62_mask.png,ID114_A1a-4.jp2-crop_slice_1/57_label.tif
1751,ID114_A1a-4.jp2-crop_slice_1/41_image.png,ID114_A1a-4.jp2-crop_slice_1/16_mask.png,ID114_A1a-4.jp2-crop_slice_1/35_label.tif
1752,ID114_A1a-4.jp2-crop_slice_1/39_image.png,ID114_A1a-4.jp2-crop_slice_1/41_mask.png,ID114_A1a-4.jp2-crop_slice_1/42_label.tif
1753,ID114_A1a-4.jp2-crop_slice_1/15_image.png,ID114_A1a-4.jp2-crop_slice_1/59_mask.png,ID114_A1a-4.jp2-crop_slice_1/38_label.tif
1754,ID114_A1a-4.jp2-crop_slice_1/56_image.png,ID114_A1a-4.jp2-crop_slice_1/31_mask.png,ID114_A1a-4.jp2-crop_slice_1/10_label.tif
1755,ID114_A1a-4.jp2-crop_slice_1/11_image.png,ID114_A1a-4.jp2-crop_slice_1/58_mask.png,ID114_A1a-4.jp2-crop_slice_1/6_label.tif
1756,ID114_A1a-4.jp2-crop_slice_1/8_image.png,ID114_A1a-4.jp2-crop_slice_1/63_mask.png,ID114_A1a-4.jp2-crop_slice_1/37_label.tif
1757,ID114_A1a-4.jp2-crop_slice_1/40_image.png,ID114_A1a-4.jp2-crop_slice_1/15_mask.png,ID114_A1a-4.jp2-crop_slice_1/43_label.tif
1758,ID114_A1a-4.jp2-crop_slice_1/24_image.png,ID114_A1a-4.jp2-crop_slice_1/6_mask.png,ID114_A1a-4.jp2-crop_slice_1/4_label.tif
1759,ID114_A1a-4.jp2-crop_slice_1/23_image.png,ID114_A1a-4.jp2-crop_slice_1/54_mask.png,ID114_A1a-4.jp2-crop_slice_1/26_label.tif
1760,ID114_A1a-4.jp2-crop_slice_1/61_image.png,ID114_A1a-4.jp2-crop_slice_1/53_mask.png,ID114_A1a-4.jp2-crop_slice_1/51_label.tif
1761,ID114_A1a-4.jp2-crop_slice_1/5_image.png,ID114_A1a-4.jp2-crop_slice_1/23_mask.png,ID114_A1a-4.jp2-crop_slice_1/16_label.tif
1762,ID114_A1a-4.jp2-crop_slice_1/57_image.png,ID114_A1a-4.jp2-crop_slice_1/50_mask.png,ID114_A1a-4.jp2-crop_slice_1/44_label.tif
1763,ID114_A1a-4.jp2-crop_slice_1/60_image.png,ID114_A1a-4.jp2-crop_slice_1/19_mask.png,ID114_A1a-4.jp2-crop_slice_1/33_label.tif
1764,ID114_A1a-4.jp2-crop_slice_1/55_image.png,ID114_A1a-4.jp2-crop_slice_1/0_mask.png,ID114_A1a-4.jp2-crop_slice_1/18_label.tif
1765,ID114_A1a-4.jp2-crop_slice_1/52_image.png,ID114_A1a-4.jp2-crop_slice_1/49_mask.png,ID114_A1a-4.jp2-crop_slice_1/39_label.tif
1766,ID114_A1a-4.jp2-crop_slice_1/34_image.png,ID114_A1a-4.jp2-crop_slice_1/7_mask.png,ID114_A1a-4.jp2-crop_slice_1/52_label.tif
1767,ID114_A1a-4.jp2-crop_slice_1/44_image.png,ID114_A1a-4.jp2-crop_slice_1/22_mask.png,ID114_A1a-4.jp2-crop_slice_1/17_label.tif
1768,ID114_A1a-4.jp2-crop_slice_1/12_image.png,ID114_A1a-4.jp2-crop_slice_1/26_mask.png,ID114_A1a-4.jp2-crop_slice_1/15_label.tif
1769,ID114_A1a-4.jp2-crop_slice_1/25_image.png,ID114_A1a-4.jp2-crop_slice_1/56_mask.png,ID114_A1a-4.jp2-crop_slice_1/22_label.tif
1770,ID114_A1a-4.jp2-crop_slice_1/3_image.png,ID114_A1a-4.jp2-crop_slice_1/35_mask.png,ID114_A1a-4.jp2-crop_slice_1/0_label.tif
1771,ID114_A1a-4.jp2-crop_slice_1/14_image.png,ID114_A1a-4.jp2-crop_slice_1/11_mask.png,ID114_A1a-4.jp2-crop_slice_1/49_label.tif
1772,ID114_A1a-4.jp2-crop_slice_1/29_image.png,ID114_A1a-4.jp2-crop_slice_1/42_mask.png,ID114_A1a-4.jp2-crop_slice_1/47_label.tif
1773,ID114_A1a-4.jp2-crop_slice_1/10_image.png,ID114_A1a-4.jp2-crop_slice_1/2_mask.png,ID114_A1a-4.jp2-crop_slice_1/48_label.tif
1774,ID114_A1a-4.jp2-crop_slice_1/35_image.png,ID114_A1a-4.jp2-crop_slice_1/4_mask.png,ID114_A1a-4.jp2-crop_slice_1/5_label.tif
1775,ID114_A1a-4.jp2-crop_slice_1/17_image.png,ID114_A1a-4.jp2-crop_slice_1/38_mask.png,ID114_A1a-4.jp2-crop_slice_1/40_label.tif
1776,ID114_A1a-4.jp2-crop_slice_1/62_image.png,ID114_A1a-4.jp2-crop_slice_1/27_mask.png,ID114_A1a-4.jp2-crop_slice_1/7_label.tif
1777,ID114_A1a-4.jp2-crop_slice_1/38_image.png,ID114_A1a-4.jp2-crop_slice_1/39_mask.png,ID114_A1a-4.jp2-crop_slice_1/3_label.tif
1778,ID114_A1a-4.jp2-crop_slice_1/51_image.png,ID114_A1a-4.jp2-crop_slice_1/13_mask.png,ID114_A1a-4.jp2-crop_slice_1/56_label.tif
1779,ID114_A1a-4.jp2-crop_slice_1/19_image.png,ID114_A1a-4.jp2-crop_slice_1/60_mask.png,ID114_A1a-4.jp2-crop_slice_1/50_label.tif
1780,ID114_A1a-4.jp2-crop_slice_1/22_image.png,ID114_A1a-4.jp2-crop_slice_1/1_mask.png,ID114_A1a-4.jp2-crop_slice_1/62_label.tif
1781,ID114_A1a-4.jp2-crop_slice_1/6_image.png,ID114_A1a-4.jp2-crop_slice_1/61_mask.png,ID114_A1a-4.jp2-crop_slice_1/23_label.tif
1782,ID114_A1a-4.jp2-crop_slice_1/18_image.png,ID114_A1a-4.jp2-crop_slice_1/24_mask.png,ID114_A1a-4.jp2-crop_slice_1/63_label.tif
1783,ID114_A1a-4.jp2-crop_slice_1/0_image.png,ID114_A1a-4.jp2-crop_slice_1/12_mask.png,ID114_A1a-4.jp2-crop_slice_1/25_label.tif
1784,ID114_A1a-4.jp2-crop_slice_1/16_image.png,ID114_A1a-4.jp2-crop_slice_1/25_mask.png,ID114_A1a-4.jp2-crop_slice_1/61_label.tif
1785,ID114_A1a-4.jp2-crop_slice_1/42_image.png,ID114_A1a-4.jp2-crop_slice_1/14_mask.png,ID114_A1a-4.jp2-crop_slice_1/8_label.tif
1786,ID114_A1a-4.jp2-crop_slice_1/37_image.png,ID114_A1a-4.jp2-crop_slice_1/45_mask.png,ID114_A1a-4.jp2-crop_slice_1/41_label.tif
1787,ID114_A1a-4.jp2-crop_slice_1/7_image.png,ID114_A1a-4.jp2-crop_slice_1/36_mask.png,ID114_A1a-4.jp2-crop_slice_1/1_label.tif
1788,ID114_A1a-4.jp2-crop_slice_1/59_image.png,ID114_A1a-4.jp2-crop_slice_1/3_mask.png,ID114_A1a-4.jp2-crop_slice_1/24_label.tif
1789,ID114_A1a-4.jp2-crop_slice_1/63_image.png,ID114_A1a-4.jp2-crop_slice_1/48_mask.png,ID114_A1a-4.jp2-crop_slice_1/59_label.tif
1790,ID114_A1a-4.jp2-crop_slice_1/27_image.png,ID114_A1a-4.jp2-crop_slice_1/43_mask.png,ID114_A1a-4.jp2-crop_slice_1/21_label.tif
1791,ID114_A1a-4.jp2-crop_slice_1/26_image.png,ID114_A1a-4.jp2-crop_slice_1/21_mask.png,ID114_A1a-4.jp2-crop_slice_1/13_label.tif
1792,ID192_A1_Regione-0.jp2-crop_slice_62/43_image.png,ID192_A1_Regione-0.jp2-crop_slice_62/55_mask.png,ID192_A1_Regione-0.jp2-crop_slice_62/32_label.tif
1793,ID192_A1_Regione-0.jp2-crop_slice_62/48_image.png,ID192_A1_Regione-0.jp2-crop_slice_62/51_mask.png,ID192_A1_Regione-0.jp2-crop_slice_62/2_label.tif
1794,ID192_A1_Regione-0.jp2-crop_slice_62/30_image.png,ID192_A1_Regione-0.jp2-crop_slice_62/37_mask.png,ID192_A1_Regione-0.jp2-crop_slice_62/11_label.tif
1795,ID192_A1_Regione-0.jp2-crop_slice_62/58_image.png,ID192_A1_Regione-0.jp2-crop_slice_62/29_mask.png,ID192_A1_Regione-0.jp2-crop_slice_62/19_label.tif
1796,ID192_A1_Regione-0.jp2-crop_slice_62/53_image.png,ID192_A1_Regione-0.jp2-crop_slice_62/33_mask.png,ID192_A1_Regione-0.jp2-crop_slice_62/31_label.tif
